transaction_id,store_id,comuna,date,category,units_sold,unit_price,payment_method,customer_rating,store_lat,store_lon
T00282,S07,Aranjuez,2025-04-28,Pan,5,3400.0,App,4,6.2736,-75.55752
T00283,S06,Buenos Aires,2025-04-17,Pan,5,1900.0,Efectivo,3,6.22508,-75.55392
T00284,S06,Buenos Aires,2025-01-01,Bebidas,5,2800.0,Efectivo,4,6.2275,-75.55411
T00285,S02,Laureles,2025-06-18,Bebidas,1,2400.0,Efectivo,,6.2451,-75.59013
T00286,S08,Castilla,2025-01-26,Snacks,3,3100.0,App,,6.29372,-75.57407
T00287,S02,Laureles,2025-05-22,Pasteles,4,8900.0,Tarjeta,3,6.24325,-75.58907
T00288,S06,Buenos Aires,2025-02-01,Pasteles,4,6000.0,Efectivo,,6.2246,-75.55359
T00289,S06,Buenos Aires,2025-02-08,Pasteles,4,4900.0,Tarjeta,5,6.22648,-75.55571
T00290,S08,Castilla,2025-05-21,Pan,2,1900.0,Tarjeta,3,6.29277,-75.57535
T00291,S03,Belén,2025-01-06,Pan,2,1500.0,App,,6.22492,-75.61227
T00292,S08,Castilla,2025-01-17,Snacks,3,2700.0,Tarjeta,3,6.293,-75.57396
T00293,S08,Castilla,2025-04-25,Pan,3,2300.0,Tarjeta,,6.29434,-75.57448
T00294,S06,Buenos Aires,2025-01-13,Pan,6,2600.0,Tarjeta,3,6.22388,-75.55406
T00295,S03,Belén,2025-06-13,Snacks,4,3700.0,Efectivo,4,6.22744,-75.61006
T00296,S05,Envigado,2025-04-19,Pasteles,1,6100.0,Efectivo,,6.17105,-75.58127
T00297,S06,Buenos Aires,2025-01-03,Pasteles,1,7000.0,Efectivo,4,6.22582,-75.55271
T00298,S05,Envigado,2025-04-22,Bebidas,4,2900.0,Efectivo,5,6.17049,-75.58188
T00299,S04,Robledo,2025-01-20,Bebidas,2,2300.0,Tarjeta,5,6.27287,-75.59193
T00300,S02,Laureles,2025-03-23,Bebidas,1,2300.0,Tarjeta,5,6.24491,-75.59176
T00301,S05,Envigado,2025-06-04,Pasteles,2,3500.0,App,,6.17379,-75.58059
T00302,S03,Belén,2025-03-06,Snacks,5,1900.0,Efectivo,5,6.2262,-75.61242
T00303,S05,Envigado,2025-03-16,Snacks,3,1000.0,Tarjeta,,6.17051,-75.58329
T00304,S05,Envigado,2025-06-01,Pasteles,3,5350.0,Tarjeta,3,6.17377,-75.58091
T00305,S03,Belén,2025-05-13,Bebidas,1,5100.0,Tarjeta,5,6.22501,-75.60997
T00306,S05,Envigado,2025-01-29,Bebidas,3,5800.0,App,,6.17209,-75.58178
T00307,S04,Robledo,2025-02-20,Pan,5,3300.0,App,5,6.2731,-75.59379
T00308,S06,Buenos Aires,2025-06-13,Bebidas,5,2600.0,Efectivo,3,6.22392,-75.55523
T00309,S06,Buenos Aires,,Snacks,3,3800.0,Tarjeta,4,6.22643,-75.55618
T00310,S08,Castilla,2025-06-22,Snacks,1,3800.0,Efectivo,,6.29254,-75.57405
T00311,S06,Buenos Aires,2025-06-24,Snacks,2,3600.0,Tarjeta,,6.22607,-75.55639
T00312,S06,Buenos Aires,2025-04-02,Snacks,4,3900.0,Efectivo,,6.22591,-75.55388
T00313,S06,Buenos Aires,2025-03-31,Snacks,4,1400.0,Tarjeta,5,6.22629,-75.55524
T00314,S08,Castilla,2025-04-03,Pan,4,2300.0,Tarjeta,1,6.29231,-75.57531
T00315,S08,Castilla,2025-06-04,Pan,4,2700.0,Efectivo,5,6.2956,-75.57325
T00316,S05,Envigado,2025-01-30,Pan,6,2400.0,Tarjeta,,6.17133,-75.5815
T00317,S07,Aranjuez,2025-04-09,Bebidas,3,2900.0,Tarjeta,5,6.2734,-75.55674
T00318,S05,Envigado,2025-02-22,Pan,4,2400.0,Efectivo,4,6.17128,-75.5805
T00319,S01,El Poblado,2025-02-28,Pan,4,2500.0,Efectivo,,6.20751,-75.56918
T00320,S01,El Poblado,2025-06-08,Bebidas,1,4700.0,App,3,6.20945,-75.56722
T00321,S08,Castilla,2025-06-23,Pan,4,3200.0,App,4,6.29182,-75.57653
T00322,S01,El Poblado,2025-02-02,Bebidas,3,5400.0,Efectivo,4,6.20968,-75.566
T00323,S07,Aranjuez,2025-01-30,Pasteles,3,3900.0,App,2,6.27355,-75.55759
T00324,S02,Laureles,2025-01-19,Pan,3,2700.0,App,2,6.24284,-75.58805
T00325,S07,Aranjuez,2025-02-05,Pan,4,2500.0,Tarjeta,5,6.27353,-75.55445
T00326,S01,El Poblado,2025-04-15,Bebidas,4,3800.0,Tarjeta,5,6.20673,-75.56831
T00327,S08,Castilla,2025-01-14,Pasteles,1,7900.0,Tarjeta,4,6.29342,-75.5755
T00328,S05,Envigado,2025-03-10,Pasteles,3,6700.0,App,5,6.17214,-75.58345
T00329,S03,Belén,2025-01-13,Snacks,3,2800.0,Efectivo,,6.22843,-75.60974
T00330,S08,Castilla,2025-05-03,Snacks,6,1100.0,Tarjeta,2,6.29538,-75.57452
T00331,S03,Belén,2025-03-15,Pan,5,2100.0,Efectivo,1,6.22567,-75.60976
T00332,S03,Belén,2025-02-19,Snacks,3,1700.0,Tarjeta,4,6.22525,-75.61167
T00333,S08,Castilla,2025-02-22,Pasteles,2,8700.0,Tarjeta,,6.29194,-75.57411
T00334,S03,Belén,2025-01-08,Bebidas,5,3000.0,Efectivo,,6.22728,-75.61322
T00335,S04,Robledo,2025-04-09,Snacks,4,1700.0,Efectivo,4,6.27002,-75.59327
T00336,S06,Buenos Aires,2025-01-20,Snacks,1,1200.0,Efectivo,4,6.22386,-75.55325
T00337,S06,Buenos Aires,2025-03-12,Pan,6,3200.0,App,2,6.22454,-75.5538
T00338,S04,Robledo,2025-03-29,Pasteles,3,4500.0,Tarjeta,5,6.27194,-75.59339
T00339,S02,Laureles,,Bebidas,3,5200.0,App,2,6.24574,-75.59154
T00340,S02,Laureles,2025-06-26,Pan,4,3100.0,Efectivo,5,6.24586,-75.5883
T00341,S08,Castilla,2025-02-05,Bebidas,5,2400.0,Efectivo,5,6.29214,-75.57633
T00342,S03,Belén,2025-05-22,Pasteles,3,3400.0,Tarjeta,4,6.2262,-75.61237
T00343,S02,Laureles,2025-03-06,Snacks,3,1400.0,App,4,6.24569,-75.58924
T00344,S08,Castilla,2025-02-18,Bebidas,5,4100.0,Efectivo,,6.2929,-75.57561
T00345,S03,Belén,2025-05-02,Bebidas,1,3000.0,Efectivo,4,6.2275,-75.61115
T00346,S03,Belén,2025-05-17,Bebidas,4,3100.0,Efectivo,4,6.22834,-75.61262
T00347,S06,Buenos Aires,2025-03-12,Pasteles,1,5300.0,Tarjeta,4,6.22409,-75.5553
T00348,S01,El Poblado,2025-02-08,Bebidas,4,2200.0,Tarjeta,3,6.20685,-75.56981
T00349,S08,Castilla,2025-01-27,Snacks,6,1900.0,Efectivo,4,6.29493,-75.57662
T00350,S05,Envigado,2025-03-08,Pan,3,3100.0,App,1,6.17269,-75.58388
T00351,S07,Aranjuez,2025-05-03,Pan,5,2000.0,Tarjeta,4,6.27297,-75.55479
T00352,S05,Envigado,2025-02-03,Bebidas,1,3700.0,App,4,6.17365,-75.58192
T00353,S01,El Poblado,,Pan,2,3300.0,Tarjeta,4,6.21067,-75.56614
T00354,S02,Laureles,2025-06-17,Pasteles,2,3800.0,Efectivo,,6.24284,-75.59158
T00355,S01,El Poblado,2025-03-22,Pan,4,1500.0,Efectivo,4,6.20888,-75.56929
T00356,S01,El Poblado,2025-01-25,Bebidas,3,3600.0,Tarjeta,4,6.20875,-75.56827
T00357,S08,Castilla,2025-06-24,Snacks,2,1100.0,Tarjeta,5,6.29323,-75.57408
T00358,S04,Robledo,2025-04-02,Pan,4,2600.0,App,,6.2714,-75.59194
T00359,S08,Castilla,2025-06-26,Snacks,5,3400.0,Tarjeta,4,6.29413,-75.57467
T00360,S01,El Poblado,2025-04-03,Bebidas,4,5000.0,Efectivo,5,6.20854,-75.56871
T00361,S05,Envigado,2025-04-14,Bebidas,1,2100.0,App,,6.17302,-75.58171
T00362,S02,Laureles,2025-04-21,Pan,3,3300.0,Tarjeta,4,6.24459,-75.58986
T00363,S01,El Poblado,2025-05-01,Pan,2,3300.0,Efectivo,,6.20954,-75.56771
T00364,S08,Castilla,2025-01-31,Snacks,1,2700.0,App,4,6.29311,-75.5752
T00365,S06,Buenos Aires,2025-03-09,Pan,6,3500.0,Efectivo,1,6.22762,-75.55397
T00366,S04,Robledo,2025-02-27,Snacks,3,1000.0,App,4,6.27287,-75.59085
T00367,S04,Robledo,2025-02-24,Bebidas,3,3800.0,Tarjeta,3,6.27289,-75.5923
T00368,S01,El Poblado,2025-01-10,Pan,4,2600.0,App,4,6.20765,-75.56804
T00369,S08,Castilla,2025-02-14,Bebidas,5,4500.0,Tarjeta,5,6.29512,-75.57673
T00370,S03,Belén,2025-06-29,Pasteles,3,7000.0,App,4,6.22518,-75.61295
T00371,S05,Envigado,2025-03-20,Pasteles,2,7400.0,Tarjeta,,6.17275,-75.58419
T00372,S05,Envigado,2025-04-22,Snacks,1,1800.0,App,4,6.17152,-75.58277
T00373,S07,Aranjuez,2025-01-23,Pasteles,1,3900.0,Tarjeta,3,6.27356,-75.5559
T00374,S07,Aranjuez,2025-02-25,Bebidas,1,3400.0,App,4,6.27328,-75.55579
T00375,S08,Castilla,2025-03-23,Bebidas,1,5600.0,App,,6.29208,-75.57317
T00376,S04,Robledo,2025-05-21,Bebidas,3,2800.0,Efectivo,5,6.27208,-75.59141
T00377,S04,Robledo,2025-02-17,Bebidas,4,6000.0,Efectivo,5,6.27114,-75.59423
T00378,S08,Castilla,2025-02-26,Pasteles,3,7100.0,App,4,6.29319,-75.57686
T00379,S04,Robledo,2025-06-09,Bebidas,3,4600.0,Tarjeta,4,6.27171,-75.59413
T00380,S08,Castilla,2025-01-11,Snacks,3,1400.0,Tarjeta,5,6.29211,-75.57572
T00381,S05,Envigado,2025-06-11,Pan,2,2500.0,Efectivo,,6.17217,-75.58167
T00382,S05,Envigado,2025-03-28,Snacks,2,1900.0,App,4,6.17325,-75.58061
T00383,S02,Laureles,2025-05-15,Snacks,1,1700.0,App,3,6.24582,-75.59056
T00384,S07,Aranjuez,2025-04-18,Bebidas,1,3700.0,Efectivo,,6.27489,-75.5573
T00385,S02,Laureles,2025-01-31,Bebidas,5,5600.0,App,3,6.24429,-75.59097
T00386,S01,El Poblado,2025-03-05,Pasteles,4,7700.0,Tarjeta,,6.21022,-75.56605
T00387,S06,Buenos Aires,2025-03-09,Pasteles,2,8300.0,App,4,6.22656,-75.55378
T00388,S05,Envigado,2025-06-23,Pan,2,3400.0,Tarjeta,3,6.173,-75.58126
T00389,S03,Belén,2025-05-04,Bebidas,1,3800.0,Tarjeta,4,6.22643,-75.61178
T00390,S08,Castilla,2025-05-21,Pan,4,1700.0,Efectivo,5,6.29487,-75.57599
T00391,S05,Envigado,2025-04-12,Bebidas,3,3900.0,Efectivo,5,6.17202,-75.58153
T00392,S03,Belén,2025-01-24,Snacks,4,1900.0,App,4,6.22846,-75.61174
T00393,S06,Buenos Aires,2025-05-24,Snacks,6,3200.0,App,5,6.22593,-75.55475
T00394,S01,El Poblado,2025-01-18,Pan,2,2700.0,Efectivo,,6.20879,-75.56947
T00395,S01,El Poblado,2025-06-10,Pan,4,2200.0,Tarjeta,5,6.20944,-75.56643
T00396,S03,Belén,,Pan,2,2500.0,Tarjeta,4,6.22827,-75.60965
T00397,S01,El Poblado,2025-06-01,Pan,5,3500.0,Efectivo,4,6.20802,-75.56791
T00398,S08,Castilla,2025-02-20,Pan,4,2500.0,App,,6.29334,-75.57604
T00399,S03,Belén,2025-02-21,Snacks,1,1100.0,Efectivo,1,6.22481,-75.61338
T00400,S01,El Poblado,2025-04-26,Bebidas,1,2300.0,Efectivo,4,6.20875,-75.56678
T00401,S04,Robledo,2025-03-21,Pan,4,3300.0,App,4,6.27259,-75.5916
T00402,S08,Castilla,2025-06-27,Snacks,1,3600.0,App,4,6.29493,-75.57438
T00403,S02,Laureles,2025-04-13,Snacks,5,3500.0,Efectivo,4,6.24582,-75.5892
T00404,S02,Laureles,2025-04-13,Bebidas,4,2800.0,Efectivo,4,6.24258,-75.58826
T00405,S06,Buenos Aires,2025-01-21,Pan,4,1800.0,Efectivo,5,6.22593,-75.55429
T00406,S03,Belén,2025-03-04,Pan,3,2200.0,App,4,6.22773,-75.61122
T00407,S04,Robledo,2025-01-13,Pan,6,2400.0,Tarjeta,4,6.27064,-75.59231
T00408,S01,El Poblado,2025-01-01,Pasteles,3,4400.0,Efectivo,3,6.20746,-75.56914
T00409,S05,Envigado,2025-04-10,Pasteles,1,6400.0,Efectivo,3,6.17327,-75.58242
T00410,S08,Castilla,2025-04-21,Pan,2,2800.0,Tarjeta,,6.2945,-75.57351
T00411,S02,Laureles,2025-03-31,Bebidas,1,2100.0,Efectivo,4,6.24337,-75.58957
T00412,S04,Robledo,2025-01-21,Pan,4,3200.0,Efectivo,5,6.26991,-75.59466
T00413,S07,Aranjuez,2025-01-11,Snacks,3,2400.0,App,5,6.27263,-75.55438
T00414,S02,Laureles,2025-06-04,Pasteles,3,3800.0,Tarjeta,4,6.24535,-75.58889
T00415,S08,Castilla,2025-03-28,Pan,6,1500.0,Tarjeta,2,6.29443,-75.57488
T00416,S03,Belén,2025-02-22,Pasteles,3,8000.0,App,5,6.22814,-75.61079
T00417,S02,Laureles,2025-02-20,Pasteles,3,4600.0,Tarjeta,5,6.24551,-75.58986
T00418,S01,El Poblado,2025-05-05,Pasteles,1,3400.0,App,,6.20998,-75.56855
T00419,S02,Laureles,2025-02-01,Snacks,3,1500.0,Tarjeta,5,6.24472,-75.58945
T00420,S02,Laureles,2025-05-30,Pasteles,3,3300.0,App,4,6.24245,-75.59092
